commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link
comment,2024-02-03T14:43:12Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0165,Center for AI and Digitla Policy,,,Comment on FR Doc # 2023-28232,"From the Center for AI and Digital Policy (&ldquo;CAIDP&rdquo;) in response to the request for information  (&ldquo;RFI&rdquo;) issued by the National Institute of Standards and Technology (&ldquo;NIST&rdquo;) relating to NIST&rsquo;s assignments under section 4.1, 4.5, and 11 of President Biden&rsquo;s Executive Order concerning Artificial Intelligence (hereafter &ldquo;EO 14110&rdquo;).  Our overarching recommendations to NIST to fulfill its mandate under EO 14110 are as follows: <br/><br/>1. Use a human-rights based approach to AI governance <br/>2. Clearly recommend and establish the obligation to terminate <br/>3. Recommend human rights impact assessments <br/>4. Recommend continual and open monitoring and contestability of outcomes<br/>5. Recommend &ldquo;no-go&rdquo; decisions for pseudo-scientific and human rights violating systems<br/>6. Recommend transparency mechanisms including &lsquo;white-box&rsquo; and &lsquo;out-of-the box&rsquo; auditor access, use of public model cards, training set documentation<br/>7. Intended use cases and exclusion criteria should be aligned with OMB&rsquo;s guidance on &ldquo;rights-impacting&rdquo; and &ldquo;safety-impacting&rdquo; AI systems<br/><br/>In the Comments below, we provide the following recommendations in response to the specific issues identified in the RFI:<br/><br/>1.<span style='padding-left: 30px'></span>On the &ldquo;Best practices regarding data capture, processing, protection, quality, privacy, transparency, confidentiality, handling, and analysis, as well as inclusivity, fairness, accountability, and representativeness (including non-discrimination, representation of lower resourced languages, and the need for data to reflect freedom of expression) in the collection and use of data;&rdquo; [3.a]: NIST must account for the lack of underrepresented groups in AI development and how their absence is inconsistent with existing laws and international best practices on inclusivity and representation in AI. Best-practices and standards should guide development of AI tools/systems which are traceable, contestable, and contribute to accountability by their design.<br/><br/>2.<span style='padding-left: 30px'></span>On &ldquo;[how to develop standards for] AI risk management and governance, including managing potential risk and harms to people, organizations, and ecosystems&rdquo; [3.a]: NIST should account for the growing environmental implications of the AI supply chain as a part of its standard development process and consider existing obligations towards reducing carbon emissions and other environmental harms arising out of the development of AI systems. <br/><br/>3.<span style='padding-left: 30px'></span>On the &ldquo;Risks and harms of generative AI, including challenges in mapping, measuring, and managing trustworthiness characteristics as defined in the AI RMF, as well as harms related to repression, interference with democratic processes and institutions, gender-based violence, and human rights abuses&rdquo; [1.a.1]: we present a catalog of risks, the urgency in addressing them, and supply recommendations of standards that advance a rights-based approach to AI governance.<br/><br/>4.<span style='padding-left: 30px'></span>On the &ldquo;Forms of transparency and documentation (e.g., model cards, data cards, system cards, benchmarking results, impact assessments, or other kinds of transparency reports) that are more or less helpful for various risk management purposes&rdquo; [1.a.1]: we urge NIST to require ex-ante human rights impact assessments, advance a transparency and disclosure framework, and continue an open public comment process.<br/><br/>We are conscious that NIST&rsquo;s framework is not mandatory and does not create enforceable rights and obligations for private actors. However, NIST must be mindful that the approach and elements of its risk management framework will inform ongoing discussions on regulation and should be human-centered, designed to proactively set a robust floor for transparency, accountability, safety, and fairness obligations for the industry. <br/><br/>Our attached file provides details of these recommendations in response to the specific questions/items in the RFI.","[('CAIDP Comments_NIST RFI_88 FR 88368_02022024', 'https://downloads.regulations.gov/NIST-2023-0009-0165/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0165
comment,2024-02-03T14:34:25Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0115,U.S. Chamber of Commerce,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('240202_Comments_RFIArtificialIntelligence_NIST', 'https://downloads.regulations.gov/NIST-2023-0009-0115/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0115
comment,2024-02-03T14:38:51Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0143,TechNet,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('FINAL TechNet Response to NIST RFI on AI Executive Order', 'https://downloads.regulations.gov/NIST-2023-0009-0143/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0143
comment,2024-02-03T14:37:07Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0130,"Palo Alto Networks, Inc.",,,Comment on FR Doc # 2023-28232,"Palo Alto Networks, Inc. appreciates the opportunity to provide comments in response to the NIST Request for Information related to the NIST Assignments Under Sections 4.1, 4.5 and 11 of the Executive Order Concerning Artificial Intelligence, NIST&ndash;2023&ndash;0309.","[('Palo Alto Networks Final Comments - NIST RFI on AI Security Feb 2', 'https://downloads.regulations.gov/NIST-2023-0009-0130/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0130
comment,2024-02-03T14:43:33Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0168,BigBear.ai,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('BigBear. NIST Public Comment Letter. FINAL_2Feb24', 'https://downloads.regulations.gov/NIST-2023-0009-0168/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0168
comment,2024-02-03T14:34:46Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0117,Amazon,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Amazon NIST RFI Response 02022024', 'https://downloads.regulations.gov/NIST-2023-0009-0117/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0117
comment,2024-02-03T14:47:27Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0181,Intel Corporation,,,Comment on FR Doc # 2023-28232,Intel Corporation submission for NIST AI Executive Order,"[('NIST AI EO RFI_Feb 2 2024_Intel', 'https://downloads.regulations.gov/NIST-2023-0009-0181/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0181
comment,2024-02-03T14:49:11Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0196,Connected Health Initiative,,,Comment on FR Doc # 2023-28232,See attached for comments of the Connected Health Initiative,"[('CHI Comment re NIST AI EO Activities Sec 4 Sec 11 (2 Feb 2024) (w appendices)', 'https://downloads.regulations.gov/NIST-2023-0009-0196/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0196
comment,2024-02-03T14:40:39Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0152,Consumers' Research,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Consumers Research Comment - NIST AI', 'https://downloads.regulations.gov/NIST-2023-0009-0152/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0152
comment,2024-02-03T14:24:33Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0084,American Bankers Association,,,Comment on FR Doc # 2023-28232,"The American Bankers Association (ABA) appreciates the opportunity to comment on the request for information (RFI) related to National Institute of Standards and Technology&rsquo;s (NIST) assignments under sections 4.1, 4.5 and 11 of the October 30, 2023 Executive Order on Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence as published in the Federal Register on December 21, 2023 (EO). NIST is uniquely positioned to build upon the success of its AI Risk Management Framework (AI RMF) by developing a complement to address the unique opportunities and challenges presented by generative AI (GenAI) and prompt-based large language models (LLMs). <br/>In our attached comment letter, the ABA: <br/><br/>- Encourages NIST to consider the banking industry&rsquo;s approach as a possible solution for other industries given that banks are at the forefront of the responsible AI movement due to the mature and flexible risk management framework at its core, which is subject to oversight by industry-focused regulatory agencies; <br/><br/>- Requests NIST to develop voluntary standards in harmony with regulatory requirements given that financial institutions are subject to numerous regulatory requirements with respect to the use of AI, including third party risk management, model risk management and cybersecurity;<br/><br/>- Requests NIST to clarify what outputs need to be subject to AI governance;<br/><br/>- Encourages NIST to define &ldquo;red-teaming&rdquo; given that the term is used in many ways and lack of clarity could raise concerns; <br/><br/>- Applauds efforts to reduce the risk of synthetic content given GenAI can generate synthetic content leading to the creation of deepfakes that can be used to perpetrate fraud and causing mis- and dis-information but also encourages NIST to recognize the positive uses of synthetic data to advance privacy and trade secrets protection and ensure it does not inadvertently prevent its development; and <br/><br/>- Generally supports efforts to advance global technical standards that accommodate the risk management needs (including regulatory compliance requirements), that are technology neutral, risk-based, and tailored to use cases.  <br/>","[('ABA Letter to NIST on Artificial Intelligence', 'https://downloads.regulations.gov/NIST-2023-0009-0084/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0084
comment,2024-02-03T14:50:11Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0202,ACT | The App Association,,,Comment on FR Doc # 2023-28232,See attached for comments of ACT | The App Association,"[('ACT Comment re NIST AI EO Activities Sec 4 Sec 11 Efforts (2 Feb 2024) (w appendix)', 'https://downloads.regulations.gov/NIST-2023-0009-0202/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0202
comment,2024-02-03T14:39:28Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0145,"Standards Michigan, LLC (www.standardsmichigan.com)",,,Comment on FR Doc # 2023-28232,"Standards Michigan Group<br/>2723 South State Street | Suite 150<br/>Ann Arbor, MI | 48104<br/>888-748-3670<br/><br/>To: Ms. Rachel Trello, National Institute of Standards and Technology<br/><br/>RE: NIST 2023-0309: Bias in Training Data. Recommend metrics.<br/><br/>February 2, 2024<br/><br/>Dear Ms.Trello:<br/><br/>Thank you for the opportunity to comment.  Standards Michigan has been involved in standards of all types &ndash; ad hoc, consortia, open, voluntary, de facto &ndash; for over 30 years.  See our ABOUT.<br/><br/>Our resources limit our recommendations to only one&ndash;a peak concern&ndash; which originates from our work in academic literature.  Because so much of the consulting information (training data) comes from the written word&ndash;and much of that in academic precincts&ndash;we expect that algorithmic bias we already see in AI output will accelerate.  A great deal of intelligence happens with action, not words.  <br/><br/>Perhaps NIST will need to develop new &ldquo;units of measurement&rdquo; to rise to its challenge.  AI metrics could be a simple number, for example, or a vector space reflecting the bias to the user&ndash; where appropriate &ndash;if the bias (or one-sidedness) cannot be eliminated.<br/><br/>A reference to some relatively new numerical indices will enlighten my suggestion. In my profession, for example, we have reliability indices (See: IEEE 1366 Guide for Electrical Power Distribution Reliability Indices).  These have proven helpful in the fullness of time.  <br/><br/>AI will have many applications in its journey along the classic &ldquo;Rogers Curve&rdquo;  Metrics could be formulated to indicate the sources, even if it means slowing down the output in non-critical queries  Much of the success in the American experiment in democracy is owed to constructive debate on all sides of an issue.<br/><br/>This is a worthy project and I wish you every conceivable success..<br/> <br/>Very truly yours.<br/><br/>Michael A Anthony, P.E.<br/><br/>&quot;Language is the only homeland.&quot; -- Czesław Miłosz (Nobel Laureate, 1980)<br/><br/>www.standardsmichigan.com<br/><br/>","[('NIST AI Lette', 'https://downloads.regulations.gov/NIST-2023-0009-0145/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0145
comment,2024-02-03T14:34:39Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0116,Entertainment Software Association,,,Comment on FR Doc # 2023-28232,Attached are the comments of the Entertainment Software Association.,"[('Comments of the Entertainment Software Association on the NIST Synthetic Comment RFI', 'https://downloads.regulations.gov/NIST-2023-0009-0116/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0116
comment,2024-02-03T14:27:45Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0093,Institute for Security and Technology,,,Comment on FR Doc # 2023-28232,See attached file.,"[('IST Comment on NIST AI RFI', 'https://downloads.regulations.gov/NIST-2023-0009-0093/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0093
comment,2024-02-03T14:26:35Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0089,HackerOne Inc.,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('HackerOne Comments to NIST AI RFI', 'https://downloads.regulations.gov/NIST-2023-0009-0089/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0089
comment,2024-02-03T14:47:34Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0182,AFL-CIO Technology Institute,,,Comment on FR Doc # 2023-28232,Please see attached comment.,"[('AFL-CIO Tech Institute - NIST AI RFI Comment -Feb 2024', 'https://downloads.regulations.gov/NIST-2023-0009-0182/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0182
comment,2024-02-03T14:31:06Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0108,"A2IM, NMPA, and RIAA",,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Music Community Comments RFI NIST Assignments under EO on AI v2-2-24', 'https://downloads.regulations.gov/NIST-2023-0009-0108/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0108
comment,2024-02-03T14:22:17Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0077,,,Yadav,Comment on FR Doc # 2023-28232,See attached file(s),"[('NIST_AI', 'https://downloads.regulations.gov/NIST-2023-0009-0077/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0077
comment,2024-02-03T14:31:39Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0111,Securities Industry and Financial Markets Association,,,Comment on FR Doc # 2023-28232,Please see the attached letter.,"[('SIFMA NIST RFI AI Response Feb 2 2024', 'https://downloads.regulations.gov/NIST-2023-0009-0111/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0111
comment,2024-02-03T14:23:33Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0081,AI 2030 (a FinTech4Good Initiative),,,Comment on FR Doc # 2023-28232,See attached file(s),"[('NIST RFI Response_AI2030_February 2024', 'https://downloads.regulations.gov/NIST-2023-0009-0081/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0081
comment,2024-02-03T14:37:15Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0131,Equifax,,,Comment on FR Doc # 2023-28232,Equifax appreciates the opportunity to comment on NIST&#39;s RFI on Artificial Intelligence. Please see attached comment. ,"[('NIST RFI 2023-0009 Equifax Response Feb2024', 'https://downloads.regulations.gov/NIST-2023-0009-0131/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0131
comment,2024-02-03T14:30:24Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0105,,,Del Rosairo,Comment on FR Doc # 2023-28232,See attached file(s),"[('RDELROSARIO_Comment_on_FR_Doc_2023-28232', 'https://downloads.regulations.gov/NIST-2023-0009-0105/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0105
comment,2024-02-03T14:24:25Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0083,,,Lane,Comment on FR Doc # 2023-28232,See attached file(s),"[('NIST AI Filing 2024', 'https://downloads.regulations.gov/NIST-2023-0009-0083/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0083
comment,2024-02-03T14:29:33Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0101,,,Mitterhöfer,Comment on FR Doc # 2023-28232,"Hello, Artists, writers, voice actors, journalists etc need protection. Training on someone&rsquo;s Data needs permission. Models need to be transparent so copyrightholders find their data. Opt out is useless because the damage is already done. Models cannot forget. Deepfakes need to be a crime. Current Models should be destroyed and trained from zero with consent, credit, compensation and transparency. Thank you kind regards.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0101
comment,2024-02-03T14:23:52Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0082,Greenpeace USA,,,Comment on FR Doc # 2023-28232,Comments on behalf of Greenpeace USA are attached.<br/><br/>,"[('Comments to NIST on AI Exec Order', 'https://downloads.regulations.gov/NIST-2023-0009-0082/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0082
comment,2024-02-03T14:31:22Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0110,,,Crane,Comment on FR Doc # 2023-28232,"As you review the issue, it is my hope that you not only consider the potential benefits of generative AI and other inevitable permutations coming in the near future, but also the potentially negative effect of generative AI on the people who produce the work that the genAI companies mine to train their AI models. <br/><br/>I also hope you do not focus your questions primarily on technical experts in the field, but also on the people most affected by the rise of genAI, the people most likely to see their livelihoods reduced and lives changed for the worse. If genAI is to flourish, consider the idea that those who created the work the AI companies have mined be fairly compensated for what the AI companies have taken from them. I can well envision a report issued from any generated image or writing that lists all sources for that created bit of content, along with what percentage of the generated work came from each source. Compensation could be fairly allocated based on those percentages. I believe there&#39;s a way artists and writers and musicians and other impacted by genAI can coexist and even thrive in a world where genAI is prevalent. But it will require your thoughtful, fair-minded consideration of the issues, and appropriate regulation.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0110
comment,2024-02-03T14:40:33Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0151,,,Reese,Comment on FR Doc # 2023-28232,"The inaction regarding gen a/i has already caused a lot of preventable damage and continues to do so everyday. To think that websites hosting voice cloning and a/i models full of copyrighted material and in some cases even worse material are still permitted is astounding. Everyday life is getting more connected and tied to the internet than ever before yet machine learning models falsely labeled as &quot;a/i&quot; continue to pollute it with useless images, voice and text, all of them is just a google search away. This is only a small section of all the problems it creates, see https://t.co/WjgDqeKMGr As to what to do has always been crystal clear, algorithmic disgorgement of current copyrighted material stealing, privacy violating, and personal information riddled models. ",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0151
comment,2024-02-03T14:42:27Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0161,,,Anonymous,Comment on FR Doc # 2023-28232,"Good day,<br/><br/>I&#39;d like to please make a comment regarding the regulation of generative AI.<br/><br/>In order to preserve democracy and human dignity, <br/>AI must be regulated and companies abusing AI must be aggressively and steeply penalized, anti-trust tools must be utilized to halt the onslaught of human expression.<br/><br/>AI composed messages must not be allowed to proliferate in human spaces were they risk drowning out all form of real human to human communication.<br/><br/>AI Deep-fake imagery of human beings must be criminalized and not allowed in any capacity, commercial and private.<br/><br/>Generative AI must be banned from producing content in the creative market; movies, video games, books, comics, visual arts, music etc. Both commercial and private use of AI to produce creative products should be banned. <br/><br/>Businesses using AI must be harshly punished if training on data without permission by copyright holder.<br/><br/>Generative AI is predominantly built on copyrighted material obtained without permission.  It cannot be allowed to be legally used in its current state while it&#39;s very existence requires it to learn from stolen data. <br/>These AIs and their resulting products must be destroyed and companies fined.<br/><br/>Companies must receive permission from original copyright holder first before using any data for AI training and all data used must be stored in an easily searchable online public database to make it easier for copyright holders to search for infractions against their rights. It shall be illegal for AI companies to use data obtained from piracy sites or social media sites where illegal copies of files, modified files with intentionally obfuscated origin may be present without copyright holders knowledge.<br/><br/>The government should enact a policing body to make sure no copyrighted data without permission is present in businesses AI training data and conduct regular inspections.  <br/><br/>Businesses using AI must be legally required to have an ethics team onboard.<br/><br/>Protecting intellectual property rights ensure that creatives have the freedom to explore and express their ideas without fear of them being consumed by AI datasets created to replace/ compete with them.<br/><br/>Ai-composed/ai-assisted text messages or images must carry an AI watermark to warn/inform users how it was made.<br/><br/>Thank you for reading!",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0161
comment,2024-02-01T17:04:46Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0010,,,Stone,Comment on FR Doc # 2023-28232,"Please see the attached file, which is a short position paper that is soon to appear in the Communications of the ACM, and that is relevant to this call.","[('Now_Later_Lasting_Ten_priorities_CACM_forthcoming', 'https://downloads.regulations.gov/NIST-2023-0009-0010/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0010
comment,2024-02-01T17:15:08Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0028,,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('NIST_RFI_AI - CF', 'https://downloads.regulations.gov/NIST-2023-0009-0028/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0028
comment,2024-02-01T17:09:30Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0018,,,Ezell,Comment on FR Doc # 2023-28232,See attached file(s),"[('nist_comment', 'https://downloads.regulations.gov/NIST-2023-0009-0018/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0018
comment,2024-02-01T17:05:56Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0014,IEEE,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('IEEE Response to  NIST RFI on EO AI', 'https://downloads.regulations.gov/NIST-2023-0009-0014/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0014
comment,2024-02-01T17:11:20Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0019,Compsim LLC,,,Comment on FR Doc # 2023-28232,Artificial Intelligence: Who is responsible? Who cares?,"[('Who is responsible', 'https://downloads.regulations.gov/NIST-2023-0009-0019/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0019
comment,2024-02-01T17:04:05Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0009,Compsim LLC,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('General', 'https://downloads.regulations.gov/NIST-2023-0009-0009/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0009
comment,2024-02-01T17:15:21Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0029,BSA | The Software Alliance,,,Comment on FR Doc # 2023-28232,BSA | The Software Alliance submits the attached comments.,"[('BSA Comments on NIST EO RFI 1.31.24 Final', 'https://downloads.regulations.gov/NIST-2023-0009-0029/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0029
comment,2024-02-01T17:17:13Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0030,Control AI,,,Comment on FR Doc # 2023-28232,Please see the attached file.,"[('ControlAI_NIST RFI Response', 'https://downloads.regulations.gov/NIST-2023-0009-0030/attachment_1.pdf'), ('Draft_Deepfake report_Control AI', 'https://downloads.regulations.gov/NIST-2023-0009-0030/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0030
comment,2024-02-01T17:02:09Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0006,,,PALEM,Comment on FR Doc # 2023-28232,"This comment is pertaining to the best practices of AI Safety and Security.<br/><br/>The rapid advancement of AI brings immense potential for improving our lives, from healthcare and education to entertainment and business. However, this progress also demands careful consideration of safety and security. This is where psychologists play a critical role in shaping the future of AI, and their collaboration with AI developers is crucial for developing safe and responsible AI products. Here are some key reasons why:<br/><br/>1. Mitigating Human Biases in AI: AI algorithms are built on data, and human bias can easily creep into this data, leading to discriminatory or unfair outcomes. Psychologists have the expertise to identify these biases and develop methods to mitigate their impact. They can analyze the training data, the algorithms themselves, and the potential biases that users might bring to their interactions with the AI, ensuring fairer and more ethical algorithms.<br/><br/>2. Understanding Human-AI Interaction: Psychologists understand how humans perceive information, make decisions, and interact with technology. This expertise is essential for designing AI systems that are user-friendly, intuitive, and promote trust. They can help developers understand how people will react to different AI behaviors, anticipate potential misunderstandings or frustrations, and design interfaces that foster positive and productive interactions.<br/><br/>3. Addressing the Psychological Impact of AI: As AI becomes more sophisticated and integrated into our lives, it&#39;s crucial to understand its potential psychological impact. Psychologists can study the effects of AI on mental health, social dynamics, and human behavior. This knowledge can inform the development of AI systems that are mindful of these impacts and minimize potential harm, for example, ensuring AI companions are emotionally supportive or avoiding AI systems that exacerbate anxiety or social isolation.<br/><br/>4. Promoting Explainability and Transparency: A major concern with AI is the lack of transparency in its decision-making processes. This can lead to distrust and fear among users. Psychologists can advocate for explainable AI systems that users can understand, allowing for informed interaction and building trust. They can also help developers communicate the capabilities and limitations of AI effectively, managing expectations and preventing misunderstandings.<br/><br/>5. Developing Ethical Guidelines and Regulations: Designing ethical AI requires a thorough understanding of human values and social context. Psychologists can contribute to the development of ethical guidelines and regulations for AI development and use. They can help identify potential ethical pitfalls, guide discussions on acceptable and unacceptable applications of AI, and ensure that AI serves the greater good while respecting human rights and dignity.<br/><br/>Collaboration, not isolation, is key. By working together, psychologists and AI developers can create safer and more beneficial AI products for everyone. Psychologists bring their expertise in human behavior and ethics to the table, while developers provide the technical know-how to build the tools. This collaboration is essential for ensuring that AI continues to advance responsibly and ethically, maximizing its potential while minimizing its risks.<br/><br/>The future of AI is in our hands. By fostering effective collaboration between psychologists and AI developers, we can ensure that AI becomes a force for good, improving our lives while safeguarding our well-being and ethical principles.","[('Cyberpsychology for a Safe AI and Security', 'https://downloads.regulations.gov/NIST-2023-0009-0006/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0006
comment,2024-02-01T17:07:00Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0016,Synapse Partners,,,Comment on FR Doc # 2023-28232,"Black Duck is software that allows you to scan applications and container images, identify all open-source components, and detect any open-source security vulnerabilities, compliance issues, or code-quality risks. We need to develop a similar service for LLMs that will be able to automatically determine security vulnerabilities, connections to copyrighted material that should be used by the LLM, potentially even identify areas where various forms of bias are introduced in the model. Contrary to Black Duck software that can run on and analyze a completed software system, because the knowledge incorporated into LLMs is represented implicitly in the form of network architecture and weights among the nodes, the type of system advocated here will need to run while the LLM is being trained. The approach will impact negatively both the cost of building an LLM as well as the time it takes to create a fully-trained LLM.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0016
comment,2024-02-01T17:14:30Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0027,Nha Viet Institute,,,Comment on FR Doc # 2023-28232,"The concept of Artificial Intelligence currently functions as a linguistic ensnarement for social imagination, transcending its strict association with computer science terminology. Dr. Son Pham (2022), within the pages of his booklet &quot;On Artificial Intelligence: A Poetic Definition,&quot; currently accessible on Amazon and Kindle Prime, delves into the amalgamation of technology and linguistic creativity. In a pivotal section, he presents an alternative definition of AI as either the Automated Intent or the intent of automation. <br/><br/>&quot;Artificial Intelligence, a concept profound,<br/>Born of automation, in intent it&#39;s found.<br/>A synergy of minds, silicon and thought,<br/>In the dance of algorithms, a connection sought.<br/><br/>Automated intent or intent of automation,<br/>The essence distilled, in clear formation.<br/>AI, a creation of human design,<br/>A marvel that transcends the confines of time.<br/><br/>So let us ponder, with minds wide and free,<br/>The fusion of technology and humanity.<br/>In the tapestry of progress, where dreams are sown,<br/>Artificial Intelligence, a definition known.&quot;<br/><br/>My comment is to incorporate, right at the outset of the policy, a clear articulation of the social imagination surrounding the concept of AI through this poetic definition.<br/><br/>Given that AI is fundamentally driven by &quot;intent,&quot; a heightened focus on K-12 education becomes imperative. This educational stage is pivotal for nurturing the next generation of AI scientists across various fields, while also laying the essential groundwork for our democracy and ethical standards.<br/><br/>The establishment of safe, secure, and trustworthy AI systems hinges on the bedrock of democracy and ethical standards. It is therefore paramount to cultivate a collective understanding among policymakers and other stakeholders that AI fundamentally operates as an &quot;automated intent.&quot; This recognition will fortify our efforts to shape policies that ensure responsible AI deployment and contribute to the broader societal good.<br/><br/>Furthermore, it is essential to integrate the viewpoints of 21st-century post-foundational scholars in education when addressing matters of democracy and ethical standards. Scholars who draw upon research from the 20th century and earlier, along with ancient philosophies, should reassess and modernize their arguments to align with contemporary advancements and insights.<br/><br/>Thank you for granting me the opportunity to share my insights and address concerns regarding the Executive order on the Safe, secure, and trustworthy development and use of artificial intelligence. I am hopeful that we can effectively tackle the challenges ahead by developing a comprehensive understanding of the associated risks and taking necessary actions.<br/>",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0027
